DEBUG 2021-11-18 08:43:23,618 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2021-11-18 08:43:23,790 [1    ] Abp.Modules.AbpModuleManager             - Found 15 ABP modules in total.
DEBUG 2021-11-18 08:43:23,833 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PracticeABP.Web.Host.Startup.PracticeABPWebHostModule, PracticeABP.Web.Host, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,837 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PracticeABP.PracticeABPWebCoreModule, PracticeABP.Web.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,837 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PracticeABP.PracticeABPApplicationModule, PracticeABP.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,838 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PracticeABP.PracticeABPCoreModule, PracticeABP.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,838 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCoreModule, Abp.ZeroCore, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,839 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,840 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,841 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,841 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: PracticeABP.EntityFrameworkCore.PracticeABPEntityFrameworkModule, PracticeABP.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,842 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.EntityFrameworkCore.AbpZeroCoreEntityFrameworkCoreModule, Abp.ZeroCore.EntityFrameworkCore, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,843 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFrameworkCore.AbpEntityFrameworkCoreModule, Abp.EntityFrameworkCore, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,844 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,844 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.AbpAspNetCoreModule, Abp.AspNetCore, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,845 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,846 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.SignalR.AbpAspNetCoreSignalRModule, Abp.AspNetCore.SignalR, Version=4.9.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:23,852 [1    ] Abp.Modules.AbpModuleManager             - 15 modules loaded.
DEBUG 2021-11-18 08:43:24,045 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2021-11-18 08:43:24,045 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2021-11-18 08:43:24,045 [1    ] o.Configuration.LanguageManagementConfig - Converted PracticeABP (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2021-11-18 08:43:24,045 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2021-11-18 08:43:24,693 [1    ] ameworkCore.AbpEntityFrameworkCoreModule - Registering DbContext: PracticeABP.EntityFrameworkCore.PracticeABPDbContext, PracticeABP.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2021-11-18 08:43:25,925 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2021-11-18 08:43:25,967 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2021-11-18 08:43:25,981 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2021-11-18 08:43:26,012 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: PracticeABP
DEBUG 2021-11-18 08:43:26,017 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2021-11-18 08:43:26,276 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Castle.Proxies.BackgroundJobManagerProxy
DEBUG 2021-11-18 08:43:26,445 [1    ] rization.Users.UserTokenExpirationWorker - Start background worker: Abp.Authorization.Users.UserTokenExpirationWorker
DEBUG 2021-11-18 08:43:26,502 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 8 classes define auto mapping attributes
DEBUG 2021-11-18 08:43:26,502 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PracticeABP.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2021-11-18 08:43:26,511 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PracticeABP.Users.Dto.CreateUserDto
DEBUG 2021-11-18 08:43:26,511 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PracticeABP.Users.Dto.UserDto
DEBUG 2021-11-18 08:43:26,512 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PracticeABP.Sessions.Dto.TenantLoginInfoDto
DEBUG 2021-11-18 08:43:26,512 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PracticeABP.Sessions.Dto.UserLoginInfoDto
DEBUG 2021-11-18 08:43:26,512 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PracticeABP.Roles.Dto.PermissionDto
DEBUG 2021-11-18 08:43:26,512 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PracticeABP.MultiTenancy.Dto.CreateTenantDto
DEBUG 2021-11-18 08:43:26,512 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - PracticeABP.MultiTenancy.Dto.TenantDto
INFO  2021-11-18 08:43:34,484 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 DEBUG http://localhost:21021/  0
INFO  2021-11-18 08:43:34,484 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2021-11-18 08:43:34,585 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 103.6987ms 200 
INFO  2021-11-18 08:43:34,828 [12   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'PracticeABP.Web.Host.Controllers.HomeController.Index (PracticeABP.Web.Host)'
